24455,Kekkai Sensen
24701,Madan no Ou to Vanadis
24703,Mushishi Zoku Shou 2nd Season
24765,High School DxD BorN
24833,Gakkougurashi!
25013,Ansatsu Kyoushitsu
25157,Akatsuki no Yona
25159,Trinity Seven
25183,Inou-Battle wa Nichijou-kei no Naka de
25397,Gangsta.
25681,Absolute Duo
25777,Kamisama Hajimemashita◎
25781,Shingeki no Kyojin Season 2
25835,Shingeki no Kyojin: Kuinaki Sentaku
25879,Shirobako
26055,Working!!!
26243,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season
26349,Owari no Seraph
26441,Danna ga Nani wo Itteiru ka Wakaranai Ken
27631,Junketsu no Maria
27655,God Eater
27775,Aldnoah.Zero 2nd Season
27787,Plastic Memories
27821,Nisekoi:
27831,Fate/stay night: Unlimited Blade Works Prologue
27833,Durarara!!x2 Ten
27899,Durarara!!x2 Ketsu
27989,Tokyo Ghoul √A
27991,Hibike! Euphonium
28025,K: Return of Kings
28121,Tsukimonogatari
28171,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka
28223,Shokugeki no Souma
28249,Death Parade
28297,Arslan Senki (TV)
28497,Ore Monogatari!!
28617,Rokka no Yuusha
28621,Punch Line
28623,Subete ga F ni Naru
28677,Koutetsujou no Kabaneri
28701,Yamada-kun to 7-nin no Majo (TV)
28725,Fate/stay night: Unlimited Blade Works 2nd Season
28735,Kokoro ga Sakebitagatterunda.
28805,Shouwa Genroku Rakugo Shinjuu
28825,Bakemono no Ko
28851,Himouto! Umaru-chan
28891,Koe no Katachi
28907,Haikyuu!! Second Season
28927,Gate: Jieitai Kanochi nite Kaku Tatakaeri
28977,Owari no Seraph: Nagoya Kessen-hen
28999,Gintama°
29095,Charlotte
29786,Grisaia no Rakuen
29803,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai
30015,Overlord
30123,ReLIFE
30187,Akagami no Shirayuki-hime
30205,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru
30240,Aoharu x Kikanjuu
30276,Prison School
30296,One Punch Man
30307,Rakudai Kishi no Cavalry
30484,Monster Musume no Iru Nichijou
30503,Steins;Gate 0
30544,Noragami Aragoto
30654,Gakusen Toshi Asterisk
30694,Ansatsu Kyoushitsu 2nd Season
30831,Dragon Ball Super
30911,Kono Subarashii Sekai ni Shukufuku wo!
31043,Tales of Zestiria the Cross
31163,Boku dake ga Inai Machi
31181,Dimension W
31240,Owarimonogatari
31339,Re:Zero kara Hajimeru Isekai Seikatsu
31376,Drifters
31404,Flying Witch
31405,Netoge no Yome wa Onnanoko ja Nai to Omotta?
31442,Joker Game
31478,Musaigen no Phantom World
31580,Bungou Stray Dogs
31636,Ajin
31637,Dagashi Kashi
31646,Gate: Jieitai Kanochi nite Kaku Tatakaeri 2nd Season
31704,3-gatsu no Lion
31764,One Punch Man: Road to Hero
31765,Nejimaki Seirei Senki: Tenkyou no Alderamin
31798,Sword Art Online Movie: Ordinal Scale
31859,Kiznaiver
31933,Hai to Gensou no Grimgar
31953,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai
31964,New Game!
32093,Boku no Hero Academia
32105,Tanaka-kun wa Itsumo Kedaruge
32182,Sousei no Onmyouji
32281,Mob Psycho 100
32282,Kimi no Na wa.
32379,Shokugeki no Souma: Ni no Sara
32438,Berserk
32542,Mayoiga
32615,Sakamoto Desu ga?
32686,Youjo Senki
32729,Keijo!!!!!!!!
32828,Orange
32867,Amaama to Inazuma
32901,Bungou Stray Dogs 2nd Season
32902,Eromanga-sensei
32935,Mahoutsukai no Yome: Hoshi Matsu Hito
32937,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou
32949,Kono Subarashii Sekai ni Shukufuku wo! 2
32951,Kuzu no Honkai
32962,Rokudenashi Majutsu Koushi to Akashic Records
32995,Occultic;Nine
32998,Yuri!!! on Ice
33206,91 Days
33255,Kobayashi-san Chi no Maid Dragon
33352,Saiki Kusuo no Ψ-nan
33486,Violet Evergarden
33487,Boku no Hero Academia 2nd Season
33489,Masamune-kun no Revenge
33502,Little Witch Academia (TV)
33506,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?
33674,Ao no Exorcist: Kyoto Fujouou-hen
33731,No Game No Life: Zero
33988,Gabriel DropOut
34134,Demi-chan wa Kataritai
34240,One Punch Man 2nd Season
34280,Shelter (Music)
34382,Gamers!
34542,Citrus
34561,Inuyashiki
34572,Re:Creators
34599,Black Clover
34618,Made in Abyss
34662,Blend S
34822,Fate/Apocrypha
34881,Tsuki ga Kirei
34902,Aho Girl
34933,Tsurezure Children
35062,Kakegurui
35073,Mahoutsukai no Yome
35076,Overlord II
35120,Juuni Taisen
35507,Devilman: Crybaby
35760,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV)
35788,Shingeki no Kyojin Season 3
35849,Shokugeki no Souma: San no Sara
36038,Darling in the FranXX
36456,Net-juu no Susume
